Datetime,Tweet Id,Text,Username,Label
2023-03-30 23:52:43+00:00,1641589302349144064,"aku tuh pengen jadi #vtuber kaya orang, spill model, live -dll, tapi kenapa kaya gatau harus apa gitu. bukan emang bego. tapi ngerasa kalau ngelakuin itu cuman fomo dan ego. jadi ujungnya ngga ngapa-ngapain https://t.co/V48L5M80AZ",takaa_keii,1
2023-03-30 23:29:04+00:00,1641583348220067842,"daripada ngurusin yg gak penting mending nonton mv terbaru dari vtuber biru satu ini (@kobokanaeru), lirik kebanyakan diambil dari viewer dan dimatangkan oleh HoloID, yuk bisa ditonton guys https://t.co/E9tMyFz335 (daripada kegocek ""a thread"" haha)",milzamrcom,1
2023-03-30 21:55:52+00:00,1641559895660195840,"Kalo udah familiar ama konsep vtuber, pasti langsung ngeh sama plave tuh gimana
Alias, sebagai penyuka gepeng dan kipop ini adalah suatu titik yang ğŸ¤ŒğŸ¤ŒğŸ¤Œ",twinkleaves,1
2023-03-30 17:49:05+00:00,1641497790923546628,@Squiddy_VT good uwu,Infinitys_Realm,1
2023-03-30 16:59:50+00:00,1641485396654579712,"#vtuber #ROå¯¦æ³ä¸»æ–—å…§è¨ˆç•« #ä»™å¢ƒå‚³èªª #é¤¨é•· #ç´”ç™½æ–°æ˜¥ç¥­ #chillart 
Original: 756ygcyk https://t.co/87YZvIo3U9",DerekSa12476087,1
2023-03-30 16:47:45+00:00,1641482355142713346,"@_biruru_ Iyeeess I know. Aku demen vtuber, jadi aku liat ada persamaannya. Gak maksud mislabeling mereka kok hahahaha. Thank you udah sharing, aku kepoin mereka daritadi ğŸ˜‚",yong_nyoung,1
2023-03-30 16:21:10+00:00,1641475666330918913,"Mencoba Nemenin kalian sahur~

Kalo gk jadi, yaudah lah ya...

Free talk : 
31st Mar 2023
03:30 pm

#Vtuber #VtuberID #freetalk
Waiting room : https://t.co/RBNW5ijXqi https://t.co/m9UfpEiyuq",takahiro_kazuya,1
2023-03-30 15:58:25+00:00,1641469940627828737,"bikin intro biar gampang buat moots baruâœ¨
eru (sbnrnya L cumn biar ala org jpn dijdiin eru lol), 20+, mirror dni, she/her, smtms ill wrte toxic words so pardon meğŸ˜”, rt a lot (random  stuff), love vtuber, me like to draw eheh. salkenâ™¥ï¸
.
kli aja ada yg mo add eheğŸ‘‰ğŸ‘ˆ https://t.co/kZM0s7CI6J",ille9url_,1
2023-03-30 15:57:15+00:00,1641469647227846657,"ã€IDã€‘Hari ini kita berhasil bertahan hidup di kota dingin dan menamatkan Frostpunk di part 3!
ã€ENã€‘The city survived we win! end in part 3 thank you!

#Vtuber #VtuberID #VTuberindonesia #VTuberEN #VTuberUprising #VTubers #virtualyoutuber #Frostpunk",Oxlyt1,1
2023-03-30 15:56:00+00:00,1641469332776718342,"@tang__kira selain suka plave karena mereka lebih mirip vtuber (mana ternyata sifatnya lawak pliss jaim dulu kek awal2ğŸ˜‚) gw jg lebih sreg soalnya design mereka lebih kayak webtoon / manhwa gituu cakepp, bukan yg 3D realistic (jujur agak serem kalo terlalu mirip manusia)",y8npudding,1
2023-03-30 15:36:41+00:00,1641464471494475776,Kalau soal ini lebih kearah terlalu banyak vtuber yang live di saat yang bersamaan jadinya gak bisa nonton semua,YatogamiTohka17,1
2023-03-30 15:08:03+00:00,1641457267278233600,Gaterlalu ngikutin perkembangan vtuber. Tp keliatannya pasarnya lumayan fresh buat artis nawarin jasanya,dimydimsky,1
2023-03-30 14:32:56+00:00,1641448426864017414,lrt sumpah video mereka muncul mulu di beranda youtube semingguan ini nyoba nonton satu suara mereka lumayan bagus.. animasi mereka jg lumayan smooth bisa di sandingin sm 3d vtuber jepang tracking nya,hopefulvibe,1
2023-03-30 14:27:11+00:00,1641446981099999240,"@eko_neko3 Sampe sekarang cuma 3 vtuber yang bisa dikatakan aku seneng banget sih kalo dia masih aktif bikin konten/live di yt... (Mungkin ini akan terasa terlalu melebih lebihkan di beberapa orang yang merasa cringe, tapi ya ini alasan aing njr ga usah ngatur antum)",AullKun,1
2023-03-30 14:26:38+00:00,1641446842549559301,"Mau main csgo &amp; Valorant sampe sahur kalo sanggup
https://t.co/zF5aoxzMpT

#vtuber #IDVtuber #VtuberUprisings",serafioz,1
2023-03-30 14:21:23+00:00,1641445519909335042,"@eko_neko3 Terlalu munafik sih kalo ngechat vtuber tapi ga minta di notice... Aku mulai jarang nonton vtuber juga karna in RL juga susah bagi waktu, kalo lagi pengin nonton banget cuma bisa lewat short sama clip buat memenuhi asupan haluku / mampir bentar ke live buat nyapa,syukur"" dinotice",AullKun,1
2023-03-30 13:53:15+00:00,1641438439664152582,"lu itu sebagai penonton gak spesial. gak ada bedanya sama viewers lain. jangan terlalu berharap selalu dinotis. 

lu nonton buat enjoy, bukan dinotis. kalau mau dinotis doang mah, mending tontonin tuh VTuber yang viewsnya di bawah 10 orang.",graphicalhazard,1
2023-03-30 13:48:38+00:00,1641437278428971008,ğŸ”´ã€Free Talkã€‘Pertama Kali Nyalain Media Shareã€Callista Bella VTUBER INDONESIAã€‘ https://t.co/AuSX9g0kkJ,CallistaBellaCh,1
2023-03-30 13:43:09+00:00,1641435899815927811,"@eko_neko3 Sebagai Vtuber hunter yang sering main di vtuber kecil, dmana mereka dpt dengan mudah mengingat nama viewernya, ini yang ku pikirkan.

Pas di awal iya aku emang sering berkunjung karena sepi apalagi kalo freetalk/review pasti aku rajin datang.",AntoSj13,1
2023-03-30 13:27:00+00:00,1641431835518566400,Mending membership vtuber hololive 300 k bisa dapat 4 member itupun biasanya setiap hari ada aja yg live dan bisa longstream,Billy_realdo07,1
2023-03-30 12:38:57+00:00,1641419744959148034,"kenalan gw yg main valo, osu, sama genshin tiba tiba ilang di friendlist dah lumayan lama, trus kemaren kepo cek discord dia ( udah nethink, gw pernah ngapain ya sampe di unfriend ), anjing jadi vtuber ternyata sekarang WKWKSWKSKSKWS",gydeoon_,1
2023-03-30 12:12:13+00:00,1641413015764365312,"Video baru dari VieTuber [ Gamer &amp; Guitarist ] âœ¨

ã€Valorant liveã€
Klik link dibawah untuk menonton ï¼ï¼ï¼
â–¶https://t.co/FYr5XkZ1i8

#vtuber
#vtuberID
#vtubers
#vtuberindonesia
#vtuberindo
#vsinger 
#vietuber
#vtubersunda https://t.co/BahXJtrh50",Auto_Yttotweet,1
2023-03-30 12:01:37+00:00,1641410346320814080,Terjebak di Hutan Mimpi Buruk - Child of Light - Vtuber Indonesia https://t.co/1VBF2oE9Jt,Udi_21i,1
2023-03-30 11:59:45+00:00,1641409878769139712,"Gue berenti ngikutin vtuber dan main virtual di 2021 awal gara2 sibuk kerja. 
2023 balik lagi anjr tpi gegara kpop..... 
Mana skrg lg ramadhan cek subscription, ada vtuber ustad yg biasa streaming tilawah qur'an",etaerielkv,1
2023-03-30 11:47:03+00:00,1641406680801103874,Salah satu alasan gue mulai jarang muncul di chat live stream org (even if it's a vtuber or not) karena rasio chatnya yg ga memungkinkan buat stay lama2. itulah kenapa gue lebih sering lurking ketimbang aktif nge-chat ğŸ™ğŸ¼,Rzfn_Maxx,1
2023-03-30 11:43:48+00:00,1641405863448698887,"@kekantukan Virtual idol, emang idol group beneran, rilis album fisik juga, kontennya bukan cuma live stream kayak vtuber https://t.co/QC8rIhmWUN",_biruru_,1
2023-03-30 11:35:00+00:00,1641403650076712961,"@TGMich Konsepnya kaya vtuber gitu sih kak mungkin kalo aku perhatiin dari live mereka yaa, jadi tetep real time conversation, soalnya kan udh banyak yaa di dunia vtuber yang ngadain semacem live video event semacem ini",tobiobliss,1
2023-03-30 11:30:00+00:00,1641402393094135809,"New short! ğŸŒ• Anime ini mengucapkan Selamat Berbuka Puasa bagi yang menunaikan~ğŸ™ğŸ˜Œ  https://t.co/2kgftTTMYi

Don't Forget like, comment, and share!
#Vtuber #VtuberID #VtuberUprising #VtuberIndonesia #TsukiyoMiho https://t.co/UVdWnHmbYT",TsukiyoMiho,1
2023-03-30 11:29:54+00:00,1641402364031803393,"Minecraft One Block dulu gak si?

Yang Sempet Mampir Yak.....

~ Live Pukul 20:00 Wib ~

https://t.co/fditpAIM0d

ğŸ”´ LIVE MINECRAFT ONE BLOCK #8 Tapi Sambil Sabilulungan | [ VTuber Bermai... https://t.co/WcvSwFSCcS lewat @YouTube https://t.co/P5vJZFSF61",ifanotaku,1
2023-03-30 11:28:12+00:00,1641401936724344833,"MABAR SAMA VIEWERS BALIK LAGI!! Tapi, kali ini ada @KevinVangardo !!
YUK MAIN VALO SAMA KITA!

ğŸ”´LIVE 20:00 WIB ã€#MABARKERENã€‘VIEWERS SINI MABAR SAMA KITA!! ada @kevinvangardo ! (Vtuber Indonesia)
https://t.co/5jqxJk7LjB https://t.co/CfJum8qyv1",Rena__Anggraeni,1
2023-03-30 11:24:46+00:00,1641401074845200386,PUBG MOBILE MALAYALAM LIVE | RP LIVE MALAYALAM | ALI BHAI  | PD SAKKEER ALI | TKRP LIVE TKPD https://t.co/jn5JvaU59a #FreeFire #gaming #garena #youtube #live #pc #game #vtuber #twitter #instagram #facebook #youtube #memes #tiktok #love #follow #like #meme #exp,bhai_plays,1
2023-03-30 11:12:00+00:00,1641397862738325504,PLAVE LAWAK BGT ni gue udh nonton bbrp stream mereka suka bgt mereka entertaining ğŸ˜­ğŸ˜­ beneran kaya vtuber idol,LuciLvia_,1
2023-03-30 10:48:10+00:00,1641391862186643456,"Anyway kalo liat misalnya streamer kaya Vtuber agensi gede yg cuma 40 ribuan sebulan ini bisa dapet badge dan emoji custom segambreng, bisa kali om jot ntar ditambah biar ngejar ""worth it"" nyaaa, seru tau mainin emoji :') https://t.co/M6E4aALiMH",siYangmuliaRatu,1
2023-03-30 10:17:06+00:00,1641384044712837120,"@6manx4head Oh gitu, mungkin yg masuk berita sekali doang ya :(
Muga muga jd sering collab kaya gini. Soalnya win win, lokal turisme naik, vtuber dan company jg dapet exposure + maybe merch collab royalti",allied_npc,1
2023-03-30 10:02:52+00:00,1641380462575882241,"@chillcil_ Virtual idol kak, emang beneran idol group, album fisiknya ada, bukan cuma live streaming kayak vtuber biasa https://t.co/jabC5Xg0Nc",_biruru_,1
2023-03-30 09:45:37+00:00,1641376124130430981,"@yong_nyoung Ini virtual idol kak, sama sih kayak vtuber live streaming juga, tapi mereka beneran debut sama rilis album fisik",_biruru_,1
2023-03-30 08:52:29+00:00,1641362749702930432,"Plave karena sejenis vtuber, jadi kalo lagi live ngakak ada aja tingkahnya ğŸ˜­",llamauto,1
2023-03-30 08:32:25+00:00,1641357701874864129,"@putarr Virtual idol kak. Beneran idol. Rilis album fisik, ada pc sama fancall, tampil di music core, tapi ada live streamingnya kayak vtuber.",_biruru_,1
2023-03-30 08:27:58+00:00,1641356581857267713,"buat seseorang yg ga ngikutin vtuber trs jg kpop cuma ngikutin 1-3 grup doang, i wonder why mereka mulai doing this thing? other than emang expand market karena vtuber lg booming bgt... more chance buat orang orang yg berbakat tp visually not to their standard maybe?",tamagotchyu,1
2023-03-30 08:14:41+00:00,1641353238699016192,PUBG MOBILE MALAYALAM LIVE | RP LIVE MALAYALAM | ALI BHAI  | PD SAKKEER ALI | TKRP LIVE TKPD https://t.co/UcKT6kOCML #FreeFire #gaming #garena #youtube #live #pc #game #vtuber #twitter #instagram #facebook #youtube #memes #tiktok #love #follow #like #meme #exp,bhai_plays,1
2023-03-30 07:51:19+00:00,1641347356556931073,"Kalau ditanya kenapa mave dan plave gak kena hujat karena

Mave : full AI. Bukan AI with person seperti KDA atau aespa. (meskipun sampai detik ini aespa nggak ada stage yang AI sama personnya tampil bareng kyk KDA)

Plave : konsepnya Vtuber dijadiin idol. Makanya bisa live stream",SERENllTY,1
2023-03-30 07:51:01+00:00,1641347281395027969,"entar kalau tahun Â² yang akan datang nya juga masih kah bisa liat sama Vtuber dengan mutualÂ² yang keren disitu kerna udah sibuk sama kerjaan + commitment hidup rumah tangga 2 tahun akan datang

tapi semoga aja yang lihatnya masih bisa dapat enjoy momentnya untuk diceritakan https://t.co/r7a6FGqtOs",Helmiboboy,1
2023-03-30 07:34:34+00:00,1641343140446736384,"@squishzia @tang__kira Iya kayak vtuber, ada live streaming gitu, tapi mereka beneran idol, ngeluarin album fisik juga, lengkap sama pc dan fancall event https://t.co/kWS2YZAgCr",_biruru_,1
2023-03-30 07:33:49+00:00,1641342954471301120,@tang__kira Plave beneran bawa konsep vtuber ke dunia idol ğŸ˜­ lagu debutnya juga bagusssss banget ANJIRRRRR. Mereka sering live kak bintang dan yang live beneran suara dan gerakan dari manusia asli bukan AI ğŸ˜­,baecorgi,1
2023-03-30 07:25:58+00:00,1641340978639560704,"Ngasih nama peta butağŸ˜Œ
ib: Etna Crimson (Nijisanji)

Live Jam 15:00 WIB
Link: https://t.co/tH6jMoWzAL

#TasyaLalita #vtuber #vtuberindonesia #vtuberid #kkc #haremking https://t.co/Rnk0UFP0Na",tasyavtuber,1
2023-03-30 06:47:36+00:00,1641331323506954241,Thanks banget buat @Ken_Tang_Potato yg udah ada di channel gua sedari gua blm jadi vtuber ğŸ™,adrianjacko11,1
2023-03-30 06:29:47+00:00,1641326840584507392,@Reychi012 Mimpi main vr ketemu vtuber gede ğŸ˜­,nazel_ryo,1
2023-03-30 06:25:37+00:00,1641325791576313857,"Video baru dari VieTuber [ Gamer &amp; Guitarist ] âœ¨

ã€ğŸ”´ LIVE Valorant , nge tes doang udah lama gak maen  [ VTuber ]ã€
Klik link dibawah untuk menonton ï¼ï¼ï¼
â–¶https://t.co/Rvsp3OL7r7

#vtuber
#vtuberID
#vtubers
#vtuberindonesia
#vtuberindo
#vsinger 
#vietuber
#vtubersunda https://t.co/awGkNAvS6S",Auto_Yttotweet,1
2023-03-30 06:08:44+00:00,1641321540393500672,"Malam ini mau main pacify lagi nih tapi ditemenin @TionaBintari @NolaAime @itoyokocho 

[ PACIFY COLLAB ] Menghorror di bulan Puasa [ Vtuber Indonesia ]

Kamis 30 Maret 2023
Jam 20.30 WIB https://t.co/Vhe3IOLdJo",ariya_jun,1
2023-03-30 05:00:43+00:00,1641304422998220801,"#AliranLele 
HARI INI KITA BERENTIIN DONOTHONNYA DULU YHAAAAAAAAA~ Mau main Ghost Watcher dulu~

Tapi yang main @ChaeshaJA @miichan12_ sama @vhikariin aja yaaaaa~ Chele dibelakang www

Jam 9 disiniiii ğŸ‘‡ğŸ‘‡ğŸ‘‡
ğŸ”—YouTube : https://t.co/dEXERgqmj6

#Vtuber #vtuberid #VtuberUprisings https://t.co/TOvLBV6ZoB",PecelLeleLea,1
2023-03-30 04:56:35+00:00,1641303386393018368,"Minta cit dota main gta ğŸ˜‚ğŸ˜‚ğŸ˜‚

@aikohound
  https://t.co/BAHBzQZhkT

#Vtuber #VTuberUprising #VtuberID #twitchtv #twitchcommunity  #twitch #anime #twitchclips",lordniko777,1
2023-03-30 04:54:15+00:00,1641302796367429633,"Moe Magical Mei! ğŸ’œğŸ€
ğŸ¨:@/hari_iro_box 
#VtuberUprisings #Vtubers #Vtuber #ENVtuber #drawyurimouto https://t.co/VWejDya9dZ",yurimouto_,1
2023-03-30 03:21:21+00:00,1641279418839580673,@REYCALL1 11 pm brekky best brekky,Birribi_VTuber,1
2023-03-30 01:45:14+00:00,1641255230221463554,"ğŸ¤—ğŸ¤— #vtuber #Minecraft #ë§ˆì¸í¬ë˜í”„íŠ¸  
Original: yangxiaolongkin https://t.co/hr7V30ZIEH",week_dead,1
2023-03-30 00:25:44+00:00,1641235222355382272,"Teruntuk artist art INTER ya plis lah, kalo aku ga interested sama commission kalian jangan paksa lah. Ini pagi"" dapet dm artist inter yang aku udah tau maksudnya apa. Diawal basa-basi, terus nanya ""kamu vtuber?"" yaampun, ga baca desc-ku napa dah, paling ujung"" bakal nawar commis https://t.co/HHHGiAzGHi",YuukiIvorya,1
2023-03-29 23:39:26+00:00,1641223570008289288,"ğŸ”´LIVE
IM FINALLY LIVE HJIBSREGRG
https://t.co/khw7lsdqN7
MORE SCARES!
-
#envtuber #vtuber #RESIENTEVIL2",Oiivae,1
2023-03-29 23:18:07+00:00,1641218205430714368,"@eko_neko3 Waduh real banget sih,aku dulu sering nonton live vtuber ada 2 orang,namanya sama sama ada neko nya,dulu aku komen di live chat selalu di baca tapi sekarang harus lewat donasi lah buset",andikadwisetia,1
2023-03-29 22:25:58+00:00,1641205081323499520,"YOOO ITS LIKE A DREAM!! 

Kemaren baru aja share 50an viewers dan hari ini bisa dapet 2x lipatnya ğŸ¥°ğŸ¥°

Walaupun ini cuman di Tiktok dan bukan youtube, tapi begini aja udah seneng banget euy ğŸ˜ğŸ˜

Thank you for who support me since day 1 as vtuber until now, love you gengs!! https://t.co/yTVwuh0Thk",Akuseru_Reion,1
2023-03-29 21:38:26+00:00,1641193122356137985,"Yaaah udah imsak

Maksud-nya gw biasa-nya nonton VTuber main Ring Fit Adventure itu sambil nyemil, jadi karena udah imsak jadi enggak bisa nonton sambil nyemil deh
Simpan buat nanti abis buka aja berarti https://t.co/oC9tws4emu",ZiyuuHachi,1
2023-03-29 16:22:16+00:00,1641113554085621760,"ğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥ºğŸ¥º #ä»™å¢ƒå‚³èªª #vtuber #thekaraoke #NYOROROV #RagnarokOnline 
Original: DennisW25541591 https://t.co/2fpz0DGZ0W",yanbatista110,1
2023-03-29 16:12:08+00:00,1641111003323588608,@AniYuki_Vtuber Ohohohihihi exciting,kratoswrath654,1
2023-03-29 16:05:39+00:00,1641109371336949760,"Udah lama kan ga main Sonic Origins lagi? Sambil menuju bakal update baru di bulan Juni 2023 nanti! main pake Tails sekarang

Rabu, 29 Mar 2023 jam 20.20WIB
ğŸ”—https://t.co/hvnU2MpvkT

#SenaRedo #Vtuber https://t.co/YqwArSolrt",SenaRedo,1
2023-03-29 16:00:40+00:00,1641108119903428608,"[ART] 
Character Design Commission 2!  ( â€¢Ì€ Ï‰ â€¢Ì )âœ§

ğŸ²LIVE: https://t.co/VAyjTlWQRJ
ğŸ²LIVE: https://t.co/VAyjTlWQRJ
ğŸ²LIVE: https://t.co/VAyjTlWQRJ

#DicyLive #Vtuber #VtuberUprisings https://t.co/bhHZOAWgoS",dicey_f,1
2023-03-29 15:15:44+00:00,1641096809178349574,"Otsu...
makasih buat yang udah mabar 
@ifanotaku  @yaglatt  @AshmuraL  @jowwygt  sama @Lyta_ch  yang udah main juga tadi...

asli cok ini rahangku sakit...

See you on the next video or stream 
#Vtuber  #VtuberUprisings  #VtuberID https://t.co/TCya0D5JT8",KokoYangz,1
2023-03-29 15:00:57+00:00,1641093091158548480,"aku harus selesaikan anime yang udh aku tonton kayak one piece, gintama, hxh,dll, aku juga harus baca komi webtoon fav aku yang setiap Minggu update, aku mau gambar tanpa khawatir ada yg nyari in,aku mau nntn live YouTube vtuber sm gamers2 fav ku, aku mau selesai quest genshin-",potatocipucipu,1
2023-03-29 13:42:03+00:00,1641073236711735297,"Makaciiih atas 300+ subs nya ğŸ’•
Untuk ngerayainnya, allin nanti mau bikin special 300 subs stream karaoke. 
Kemungkinan livestreamnya akan diadakan minggu ini atau minggu depan. Allin mau persiapan dulu hehe.

#allinkamaya #vtuber #vtuberindonesia https://t.co/TK8VwtbZfT",AllinKamaya,1
2023-03-29 13:12:45+00:00,1641065861346897921,"ğŸ™‰ #ë§ˆì¸í¬ë˜í”„íŠ¸ #vtuber #Minecraft  
Original: NSpnhvQi2sxPrns https://t.co/2Kc4K0kaC3",Zanzibear6,1
2023-03-29 13:11:02+00:00,1641065430025633792,"ğŸ”´ LIVE NOW 
ã€YAKUZA 4ã€‘ #1 aku.benci.kiryu. 

ğŸ—“ï¸ 8PM - March 29th, 2023
ğŸ“Œ https://t.co/QqfBrZq0eO

#Yakuza4 #YakuzaIV #RGG #RyuGaGotoku #RGG4
#AsukAlert #WEI #VTuber #VTuberID #AsukaLIVE https://t.co/9t8Ylb2Scd",AsukaNocturnia,1
2023-03-29 13:04:09+00:00,1641063696448512000,siapa vtuber yang main tetris 99 selain suisei sama alban. liatnya satisfying banget ğŸ˜« https://t.co/B2PXorucbs,197502O,1
2023-03-29 12:55:56+00:00,1641061630556659712,"plave sama mave beda konsep ye, tapi sama"" AI. cuma kalau plave konsepnya vtuber makanya bisa live"" terus",cchaoisan,1
2023-03-29 12:52:28+00:00,1641060756648255488,"Kita main bareng lagi jam 20.00 WIB

LIVE GARTIC PHONE | Kita main bareng lagi... #LIVE  [Vtuber Indonesia] https://t.co/Xm13ArUMSp via @YouTube",KokoYangz,1
2023-03-29 12:14:11+00:00,1641051123950952448,"Hari ini Colabs Gartic Phone,
yang mau mabar hayuks

~  Live Pukul 20:00 Wib ~

ğŸ”´ LIVE Gartic Phoneã€Vtuber Bermainã€‘#vtuberindonesia #vtuberlive https://t.co/I9UlQWjPl7 lewat @YouTube",ifanotaku,1
2023-03-29 12:04:08+00:00,1641048591832866818,@EroLyza69 Apa jungkook menganggap kamu ada dan kamu hidup ngak kan. Kalo vtuber kan jelas lu chat dia pasti baca. Simpel aja sih ga semua yang nyata tahu kalo lu hidup sedangkan biar fiksi tapi tahu bahwa kamu selalu ada di live chat dia,Kmtch_Koruru,1
2023-03-29 11:57:33+00:00,1641046936722735106,"@zaackyfaa Pengennya Mabar sama vtubwr aja nih, jam berapapun langsung login kalau full tim vtuber wkwkw",izki_putra,1
2023-03-29 11:43:38+00:00,1641043433132539904,"Good rilis hari ini toh
Loplep vtuber https://t.co/OQ6ZmuaX6O",sekai39_,1
2023-03-29 11:24:48+00:00,1641038692616732673,"Haloo, jadi ini full model dari L2D aku~

Buat yg baru liat dan tau aku, salam kenal smua. Aku Agashi Sanma (Sanma). Aku merupakan VTuber indie yg sudah berjalan 1 tahun. Lore ku dlm VTuber ini adalah seorang pemburu Oni. 
#Vtuber #VTuberUprising #Vtubers  #VtuberUprisings https://t.co/Pxng1Z3MBt",ChSanmaa,1
